113.909363,22.670347,52.523998,49.564999,1.013000
113.909363,22.670347,52.537998,49.578999,1.013000
113.909363,22.670347,52.535999,49.577999,1.013000
113.909363,22.670347,52.537998,49.578999,1.013000
113.909363,22.670347,52.547001,49.588001,1.012000
113.909363,22.670347,52.541000,49.583000,1.012000
113.909363,22.670347,52.553001,49.595001,1.012000
113.909363,22.670347,52.548000,49.589001,1.012000
113.909363,22.670347,52.554001,49.595001,1.012000
113.909363,22.670347,52.555000,49.597000,1.011000
113.909363,22.670347,52.554001,49.595001,1.011000
113.909363,22.670347,52.562000,49.603001,1.011000
113.909363,22.670347,52.568001,49.610001,1.011000
113.909363,22.670347,52.568001,49.609001,1.011000
113.909363,22.670347,52.562000,49.603001,1.010000
113.909363,22.670347,52.569000,49.610001,1.010000
113.909363,22.670347,52.576000,49.617001,1.010000
113.909363,22.670347,52.573002,49.613998,1.010000
113.909363,22.670347,52.581001,49.623001,1.010000
113.909363,22.670347,52.577999,49.619999,1.010000
113.909363,22.670347,52.576000,49.618000,1.009000
113.909363,22.670347,52.567001,49.608002,1.009000
113.909363,22.670347,52.574001,49.615002,1.009000
113.909363,22.670347,52.574001,49.615002,1.009000
113.909363,22.670347,52.569000,49.611000,1.009000
113.909363,22.670347,52.570000,49.612000,1.008000
113.909363,22.670347,52.570999,49.612000,1.008000
113.909363,22.670347,52.562000,49.603001,1.008000
113.909363,22.670347,52.544998,49.587002,1.008000
113.909363,22.670347,52.554001,49.596001,1.008000
113.909363,22.670347,52.561001,49.603001,1.007000
113.909363,22.670347,52.556000,49.598000,1.007000
113.909363,22.670347,52.567001,49.609001,1.007000
113.909363,22.670347,52.567001,49.608002,1.007000
113.909363,22.670347,52.550999,49.591999,1.006000
113.909363,22.670347,52.573002,49.613998,1.006000
113.909363,22.670347,52.562000,49.603001,1.006000
113.909363,22.670347,52.558998,49.599998,1.006000
113.909363,22.670347,52.564999,49.605999,1.006000
113.909363,22.670347,52.562000,49.603001,1.005000
113.909363,22.670347,52.568001,49.609001,1.008000
113.909363,22.670347,52.542999,49.584000,1.008000
113.909363,22.670347,52.551998,49.592999,1.008000
113.909363,22.670349,52.547001,49.588001,1.007000
113.909363,22.670349,52.532001,49.574001,1.007000
113.909363,22.670349,52.536999,49.577999,1.007000
113.909363,22.670349,52.523998,49.564999,1.007000
113.909363,22.670349,52.525002,49.566002,1.007000
113.909363,22.670349,52.516998,49.557999,1.006000
113.909363,22.670349,52.520000,49.562000,1.006000
113.909363,22.670349,52.516998,49.557999,1.006000
113.909363,22.670349,52.504002,49.544998,1.006000
113.909363,22.670349,52.504002,49.544998,1.006000
113.909363,22.670349,52.495998,49.536999,1.005000
113.909363,22.670349,52.484001,49.526001,1.005000
113.909363,22.670349,52.471001,49.512001,1.005000
113.909363,22.670349,52.476002,49.518002,1.005000
113.909363,22.670349,52.462002,49.502998,1.004000
113.909363,22.670349,52.457001,49.499001,1.004000
113.909363,22.670349,52.451000,49.493000,1.004000
113.909363,22.670349,52.437000,49.479000,1.004000
113.909363,22.670349,52.449001,49.491001,1.003000
113.909363,22.670349,52.433998,49.476002,1.003000
113.909363,22.670349,52.425999,49.466999,1.003000
113.909363,22.670349,52.429001,49.471001,1.003000
113.909363,22.670349,52.410999,49.452000,1.002000
113.909363,22.670349,52.390999,49.432999,1.002000
113.909363,22.670349,52.374001,49.416000,1.002000
113.909363,22.670349,52.375000,49.416000,1.001000
113.909363,22.670349,52.359001,49.400002,1.001000
113.909363,22.670349,52.386002,49.426998,1.001000
113.909363,22.670349,52.355000,49.396000,1.001000
113.909363,22.670349,52.348999,49.389999,1.001000
113.909363,22.670349,52.351002,49.393002,1.001000
113.909363,22.670349,52.341999,49.382999,17.856001
113.909363,22.670349,52.341999,49.382999,18.339001
113.909363,22.670349,52.341999,49.382999,18.895000
113.909363,22.670349,52.341999,49.382999,19.641001
